CountryCode,CountryName,IndicatorCode,IndicatorName,Year,Value
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,0.0247281289210512
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,0.500551565967726
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,-1.09405493870665
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,1.26222094398989
GB,United Kingdom,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,3.91260966150834
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,1.48838740493255
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,
IN,India,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,
JP,Japan,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,12.164056562502
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,14.6725874525573
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,3.54079942426392
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,13.4265628595766
SG,Singapore,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,7.86772307612887
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,0.260411175324415
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,0.970178289807061
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,0.678025780769579
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,-4.99410785249463
US,United States,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,8.07581430157573
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,0.844410394181289
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,-0.138107052029171
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,0.0264272958160272
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,-0.318598512578042
ZA,South Africa,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,2.64073733386689
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2025,
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2024,8.26261604873876
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2023,5.87183983564899
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2022,4.44591398367961
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2021,4.89230595097426
AE,United Arab Emirates,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2020,5.56735667729859
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2025,3.40696865505948
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2024,3.38960808548439
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2023,2.86383344298207
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2022,3.8680317970139
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2021,2.77979084938159
BR,Brazil,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2020,2.59263795310275
CN,China,BX.KLT.DINV.WD.GD.ZS,FDI Net Inflows (% of GDP),2025,0.410194399848574
